"Date","Assay","Sample.Alias","Type","Estimate","Std..Error","Lower","Upper"
2018-10-01,"AP2142","Bentazone","50",28.6323545133088,2.03809806497955,24.5582545324938,32.7064544941237
2018-10-01,"AP2142","Glyphosate","50",66.890544712938,5.96881934220076,54.9590448575608,78.8220445683153
